STATION,NAME,DATE,PRCP,TMAX,TMIN,COUNT
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/01/2017,0.0,26,18,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/02/2017,0.0,31,20,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/03/2017,0.01,30,25,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/04/2017,0.0,25,-6,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/05/2017,0.01,2,-8,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/06/2017,0.0,0,-11,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/07/2017,0.0,5,-11,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/08/2017,0.0,7,-5,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/09/2017,0.0,17,-5,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/10/2017,0.16,25,15,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/11/2017,0.22,25,2,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/12/2017,0.04,8,2,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/13/2017,0.0,12,-10,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/14/2017,0.0,8,-9,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/15/2017,0.0,22,2,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/16/2017,0.0,32,3,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/17/2017,0.27,30,11,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/18/2017,0.0,34,25,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/19/2017,0.0,40,26,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/20/2017,0.0,37,29,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/21/2017,0.0,35,33,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/22/2017,0.02,36,33,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/23/2017,0.0,38,32,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/24/2017,0.0,33,29,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/25/2017,0.06,31,28,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/26/2017,0.01,28,26,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/27/2017,0.0,27,18,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/28/2017,0.0,29,17,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/29/2017,0.0,25,22,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/30/2017,0.02,26,14,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",01/31/2017,0.11,39,18,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/01/2017,0.01,36,14,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/02/2017,0.0,16,6,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/03/2017,0.0,16,6,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/04/2017,0.0,32,5,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/05/2017,0.0,33,17,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/06/2017,0.0,24,16,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/07/2017,0.0,30,17,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/08/2017,0.01,24,0,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/09/2017,0.0,12,-2,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/10/2017,0.0,19,1,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/11/2017,0.0,44,19,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/12/2017,0.02,43,29,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/13/2017,0.0,37,27,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/14/2017,0.0,45,27,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/15/2017,0.0,40,18,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/16/2017,0.0,34,18,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/17/2017,0.0,39,28,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/18/2017,0.0,61,30,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/19/2017,0.0,57,31,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/20/2017,0.0,56,33,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/21/2017,0.66,53,33,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/22/2017,0.0,61,31,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/23/2017,0.0,56,30,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/24/2017,0.0,35,23,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/25/2017,0.0,25,13,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/26/2017,0.0,30,13,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/27/2017,0.0,35,22,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",02/28/2017,0.0,43,22,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/01/2017,0.04,43,24,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/02/2017,0.01,34,16,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/03/2017,0.0,27,10,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/04/2017,0.0,29,10,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/05/2017,0.0,40,25,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/06/2017,0.0,56,35,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/07/2017,0.08,61,26,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/08/2017,0.0,45,23,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/09/2017,0.0,31,21,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/10/2017,0.0,27,3,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/11/2017,0.0,16,2,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/12/2017,0.0,20,6,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/13/2017,0.11,28,12,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/14/2017,0.0,29,12,0
USC00218450,"UNIVERSITY OF MN ST. PAUL, MN US",03/15/2017,0.0,32,11,0
